"id","index","type","score","date","speaker","party","function","role","paragraphs_count","house","highlight text"
"uk.proc.d.1980-01-28.11.1.49","uk.proc","speech",0.8268664,"1980-01-28","Mr. James Lamond","Labour","","mp",6,"commons","On hearing the Government's recent announcement, my hon. Friend the Member for West Lothian (Mr. Dalyell) asked an interesting and important question. He asked why the Minister thought that the several hon. Members have said, the <em>Soviet</em> Union is not in the habit of acting quickly. It is cautious in its attitude and for a long time it has tried to"
"uk.proc.d.1964-06-17.3.14.3","uk.proc","speech",0.8268664,"1964-06-17","Mr. Noble","Conservative","The Secretary of State for Scotland","government",2,"commons","Yes, Sir. I visited Moscow from 21st to 25th May to attend the British Agricultural Exhibition. The exhibition was markedly successful in attracting visits from high ranking <em>Soviet</em> Ministers and from agricultural specialists from many parts of the <em>Soviet</em> Union and beyond. Both at the exhibition and elsewhere I met and had talks on trade"
"uk.proc.d.1956-02-13.15.1.4","uk.proc","speech",0.8268664,"1956-02-13","Mr. Lloyd","Conservative","The Secretary of State for Foreign Affairs","government",2,"commons","It is a fact that there is nothing to prevent anyone in the Foreign Service from resigning and conducting such propaganda in this country. In reply to the right hon. Gentleman s second question, the answer is definitely that, in my view, all Governments since the war have sought most genuinely to seek improved relations with the <em>Soviet</em> Union. As"
"uk.proc.d.1962-04-19.18.1.20","uk.proc","speech",0.8268664,"1962-04-19","Mr. M. Foot","Labour","","mp",2,"commons","Has the Prime Minister or the Government considered the position, of which there may be some indications, that the <em>Soviet</em> military authorities have been bringing pressure to bear on the <em>Soviet</em> Government to enable tests to take place precisely because the <em>Soviet</em> military authorities may wish to make good their present nuclear inferiority, and that"
"uk.proc.d.1983-05-12.12.1.20","uk.proc","speech",0.8268664,"1983-05-12","The Prime Minister","Conservative","The Prime Minister","government",2,"commons","No, I turn the hon. Gentleman's comments back on him. The only place to negotiate disarmament is Geneva, where the negotiations properly take place. Proper reductions have not yet been proposed across the table by the <em>Soviet</em> Union. According to President Reagan, Ambassador Nitze has instructions to consider any reasonable proposition that is put"
"uk.proc.d.1987-01-13.8.1.55","uk.proc","speech",0.8268664,"1987-01-13","Mr. Derek Conway","Conservative","","mp",2,"commons"," Army, is alleged, together with its parent company Partek of Finland, to have supplied the <em>Soviet</em> Union in general and the <em>Soviet</em> army in particular. Is he aware that Multilift in Shrewsbury has categorically denied that this is the case and has said that its parent company Partek has less than 5 per cent. of its business supplying refuse disposal equipment to the <em>Soviet</em> Union and supplies no military equipment whatever? Before making his allegations, perhaps the hon. Gentleman would check his sources—"
"uk.proc.d.1978-02-06.4.1.20","uk.proc","speech",0.8268664,"1978-02-06","Mr. Davies","Conservative","","mp",6,"commons","Yes, except for the fact that the Pentagon is the arm of a constitutionally elected organisation. Therefore, it is a fundamentally different situation. The point I am making is that this is not so in the <em>Soviet</em> Union. It is a body that is permanently required to maintain its position not at the risk of the normal workings of suffrage but because"
"uk.proc.d.1962-05-28.6.22.2","uk.proc","speech",0.8268664,"1962-05-28","The Minister of State (Mr. J. B. Godber)","Conservative","The Minister of State","government",3,"commons","Debates in the Conference on general and complete disarmament have recently centred mainly on Stage I measures in both United States and <em>Soviet</em> proposals. Discussion has been of a general nature designed to establish clearly what is involved in the related parts of the two plans. Discussion on nuclear testing has continued in the Sub-Committee and"
"uk.proc.d.1986-02-19.10.2.20","uk.proc","speech",0.8268664,"1986-02-19","Mr. Younger","Conservative","The Secretary of State for Defence","government",2,"commons","I cannot agree with the right hon. Gentleman. He is using the same technique as he used earlier. It is no part of my case to say that the <em>Soviet</em> Union has been investigating these matters but the United States has not. I have not said that, I do not believe that, and I do not think that it is a tenable position. Nor is it any part of my case that"
"uk.proc.d.1987-01-21.3.6.6","uk.proc","speech",0.8268664,"1987-01-21","Mr. Renton","Conservative","The Minister of State, Foreign and Commonwealth Office","government",2,"commons","The hon. Gentleman can accuse us of many things, but I do not think that he can accuse us of controlling Jane's Defence Weekly, including the issue of 22 November, which reported the further use of chemical weapons by <em>Soviet</em> troops in Afghanistan. With regard to the hon. Gentleman's wider point, the <em>Soviet</em> ambassador came to my office yesterday"
"uk.proc.d.1962-01-29.3.1.4","uk.proc","speech",0.8268664,"1962-01-29","The Minister of State for Foreign Affairs (Mr. J. B. Godber)","Conservative","The Minister of State for Foreign Affairs","government",3,"commons","It has proved impossible to make any headway with these resumed negotiations in view of the <em>Soviet</em> repudiation of those treaty articles already agreed and their refusal to discuss any alternative to their proposals tabled on 28th November. These, as has been made clear at the Conference, are unacceptable to Her Majesty's Government and the United"
"uk.proc.d.1953-12-14.14.3.2","uk.proc","speech",0.8268664,"1953-12-14","Mr. Selwyn Lloyd","Conservative","The Minister of State","government",2,"commons","As my right hon. Friend informed the House on 17th November, Her Majesty's Government stand by the United Nations majority plan, in which the Baruch proposals were embodied, until something better or no less effective is devised. The <em>Soviet</em> Union voted against the United, Nations plan and made counter-proposals which we and the majority of the"
"uk.proc.d.1934-07-02.7.2.1","uk.proc","speech",0.8268664,"1934-07-02","Sir WALDRON SMITHERS","Con","","mp",2,"commons","9 and 10. Sir WALDRON SMITHERS asked the Secretary of State for Foreign Affairs (1) whether, in view of the fact that, on the admission of its own rulers, the Union of <em>Soviet</em> Socialist Republics is the base of the world revolution, and through its agents throughout the world loses no opportunity of fomenting civil war in other countries, His"
"uk.proc.d.1975-03-25.8.1.75","uk.proc","speech",0.8268664,"1975-03-25","Mr. Janner","Labour","","mp",2,"commons","My hon. Friend has simply stepped a little ahead of what I was about to say. I am a founder member of the International Commission for Human Rights in the <em>Soviet</em> Union. However, it is also very important to keep the two movements separate, because the Jewish movement wants to get people out of the <em>Soviet</em> Union and the Soviets have managed to deal"
"uk.proc.d.1977-11-24.3.15.4","uk.proc","speech",0.8268664,"1977-11-24","The Prime Minister","Labour","The Prime Minister","government",2,"commons","The <em>Soviet</em> Union, as a member of the Security Council, did not cast a vote against the Anglo-American initiative. That was very helpful, and it was that to which my right hon. Friend's remarks were related. I should add that before the initiative was taken I corresponded with General Secretary Brezhnev on the issue, explained to him that it was a"
"uk.proc.d.1980-06-17.8.1.17","uk.proc","speech",0.8268664,"1980-06-17","Mr. Pym","Conservative","The Secretary of State for Defence","government",2,"commons","I think that I heard the hon. Gentleman correctly when he said \"If we were suicidal enough to oppose it\"—meaning the <em>Soviet</em> Union. That is abject surrender. There are thousands of potential targets throughout Western Europe on which the <em>Soviet</em> Union could pick if it so wished, and if it wanted to launch a nuclear attack out of the blue—which"
"uk.proc.d.1981-02-24.6.1.12","uk.proc","speech",0.8268664,"1981-02-24","The Prime Minister","Conservative","The Prime Minister","government",2,"commons","I have already given one reply to a question about Mr. Brezhnev's speech. I pointed out that the very best thing to improve relations would be for the <em>Soviet</em> Union to withdraw troops from Afghanistan. With regard to the rest of the speech, the proposals concerning confidence-building measures, arms limitation, and the particular point about"
"uk.proc.d.1960-07-12.6.1.2","uk.proc","speech",0.8268664,"1960-07-12","The Prime Minister (Mr. Harold Macmillan)","Conservative","The Prime Minister","government",3,"commons","Yes, Sir. Her Majesty's Ambassador in Moscow was handed a Note on the evening of 11th July stating that on 1st July an American RB-47 aircraft on an intelligence mission violated <em>Soviet</em> air space in the Barents Sea near the Kola Peninsula and was shot down over <em>Soviet</em> territorial waters. The Note said that according to captured members of the crew"
